iter	Passed	Remaining
1659	721356	147836
1660	721712	147385
1661	722084	146938
1662	722441	146487
1663	722772	146032
1664	723118	145579
1665	723440	145122
1666	723804	144673
1667	724247	144241
1668	724766	143823
1669	725113	143371
1670	725446	142917
1671	725781	142463
1672	726125	142011
1673	726464	141558
1674	726780	141101
1675	727106	140646
1676	727429	140190
1677	727754	139735
1678	728115	139287
1679	728451	138835
1680	728832	138391
1681	729185	137942
1682	729552	137495
1683	729926	137050
1684	730253	136597
1685	730598	136147
1686	730933	135695
1687	731309	135251
1688	731590	134789
1689	731906	134334
1690	732193	133874
1691	732485	133415
1692	732793	132959
1693	733077	132499
1694	733369	132041
1695	733721	131593
1696	734145	131159
1697	734474	130707
1698	734829	130261
1699	735138	129806
1700	735441	129351
1701	735943	128930
1702	736343	128492
1703	736735	128052
1704	737141	127615
1705	737493	127168
1706	737804	126715
1707	738157	126269
1708	738532	125827
1709	738902	125384
1710	739244	124936
1711	739510	124476
1712	739852	124029
1713	740245	123590
1714	740522	123132
1715	740826	122679
1716	741126	122225
1717	741410	121769
1718	741810	121332
1719	742124	120881
1720	742414	120426
1721	742713	119973
1722	742996	119518
1723	743301	119066
1724	743589	118612
1725	743968	118172
1726	744289	117723
1727	744582	117270
1728	744863	116815
1729	745219	116373
1730	745503	115919
1731	745797	115467
1732	746093	115015
1733	746403	114566
1734	746731	114119
1735	747028	113668
1736	747321	113217
1737	747615	112766
1738	747901	112314
1739	748248	111871
1740	748550	111422
1741	748866	110975
1742	749275	110541
1743	749604	110096
1744	749952	109654
1745	750312	109214
1746	750662	108772
1747	750978	108326
1748	751305	107881
1749	751686	107445
1750	752069	107008
1751	752394	106564
1752	752726	106120
1753	753048	105676
1754	753355	105229
1755	753698	104787
1756	754019	104343
1757	754293	103892
1758	754589	103444
1759	754894	102998
1760	755149	102545
1761	755450	102099
1762	755741	101651
1763	756025	101203
1764	756315	100756
1765	756610	100309
1766	756872	99859
1767	757124	99407
1768	757365	98954
1769	757619	98503
1770	757881	98053
1771	758130	97602
1772	758382	97151
1773	758653	96703
1774	758952	96259
1775	759230	95812
1776	759518	95367
1777	759767	94917
1778	760037	94470
1779	760283	94020
1780	760543	93572
1781	760837	93128
1782	761104	92682
1783	761361	92234
1784	761616	91786
1785	761901	91342
1786	762167	90896
1787	762432	90450
1788	762683	90003
1789	763010	89565
1790	763295	89122
1791	763590	88680
1792	763889	88239
1793	764195	87799
1794	764465	87355
1795	764783	86916
1796	765212	86491
1797	765502	86049
1798	765937	85624
1799	766293	85191
1800	766670	84759
1801	767018	84325
1802	767333	83887
1803	767622	83446
1804	767939	83008
1805	768266	82572
1806	768680	82145
1807	769120	81721
1808	769633	81305
1809	770055	80879
1810	770417	80446
1811	770863	80023
1812	771398	79608
1813	771879	79188
1814	772276	78760
1815	772710	78335
1816	773123	77908
1817	773555	77483
1818	773962	77055
1819	774336	76624
1820	774706	76193
1821	775071	75762
1822	775466	75333
1823	775977	74916
1824	776405	74490
1825	776765	74058
1826	777197	73633
1827	777529	73199
1828	777945	72772
1829	778534	72362
1830	779550	71991
1831	780115	71578
1832	780794	71175
1833	781413	70766
1834	782217	70373
1835	783259	70002
1836	783700	69576
1837	784048	69143
1838	784374	68707
1839	784750	68276
1840	785482	67875
1841	786152	67469
1842	786966	67075
1843	787675	66672
1844	788307	66262
1845	788776	65838
1846	789247	65414
1847	789828	64999
1848	790235	64570
1849	790602	64137
1850	790938	63702
1851	791265	63267
1852	791583	62830
1853	792017	62404
1854	792424	61974
1855	792929	61553
1856	793312	61122
1857	793660	60689
1858	794074	60260
1859	794717	59849
1860	795437	59443
1861	795910	59019
1862	796429	58598
1863	797623	58226
1864	798460	57828
1865	799022	57409
1866	799423	56979
1867	799897	56554
1868	800360	56128
1869	800744	55696
1870	800997	55255
1871	801246	54815
1872	801450	54371
1873	801790	53937
1874	802488	53527
1875	803238	53120
1876	803755	52698
1877	804285	52276
1878	804728	51848
1879	805117	51417
1880	805511	50987
1881	805915	50557
1882	806308	50126
1883	806645	49692
1884	807045	49262
1885	807353	48826
1886	807627	48389
1887	808031	47959
1888	808355	47525
1889	808642	47088
1890	808926	46652
1891	809275	46219
1892	809519	45781
1893	809826	45346
